package,DI,TI,PY,SO,AU,AU_UN,AU1_CO
bibliometrix,10.1016/j.ces.2019.07.009,A HYBRID IMAGE PROCESSING METHOD FOR MEASURING 3D BUBBLE DISTRIBUTION USING DIGITAL INLINE HOLOGRAPHY,2019,CHEMICAL ENGINEERING SCIENCE,SHAO SY;LI C;HONG JR,UNIV MINNESOTA;UNIV MINNESOTA,USA
bibliometrix,10.1016/j.ces.2019.07.026,EFFECT OF VIBRATION CHARACTERISTICS ON THE PERFORMANCE OF MIXING IN A VERTICALLY VIBRATED BED OF A BINARY MIXTURE OF SPHERICAL PARTICLES,2019,CHEMICAL ENGINEERING SCIENCE,MENBARI A;HASHEMNIA K,SHIRAZ UNIV,IRAN
bibliometrix,10.1016/j.ces.2019.06.051,MODELLING REACTION AND DIFFUSION IN A WAX-FILLED HOLLOW CYLINDRICAL PELLET OF FISCHER TROPSCH CATALYST,2019,CHEMICAL ENGINEERING SCIENCE,HUBBLE R;YORK APE;DENNIS JS,UNIV CAMBRIDGE;JOHNSON MATTHEY TECHNOL CTR,UNITED KINGDOM
bibliometrix,10.1016/j.ces.2019.07.021,SELECTIVE ADSORPTION OF OIL ON SELF-ORGANIZED SURFACE PATTERNS FORMED OVER SOFT THIN PDMS FILMS,2019,CHEMICAL ENGINEERING SCIENCE,BASU S;SARKAR J,INDIAN INST TECHNOL,INDIA
bibliometrix,10.1016/j.ces.2019.07.024,"LOW TEMPERATURE, MEDIUM TEMPERATURE AND HIGH TEMPERATURE PERFORMANCE OF THE CONTINUOUS REGENERATIVE DIESEL PARTICULATE FILTER ASSISTED BY ELECTRIC REGENERATION",2019,CHEMICAL ENGINEERING SCIENCE,ZHONG C;GONG JK;LIU WN;LIU GL,HUNAN UNIV;HUNAN UNIV;HUNAN UNIV;UNIV WATERLOO,CHINA
bibliometrix,10.1016/j.ces.2019.07.032,"OPERATION, VALIDATION AND MODEL COMPARISON FOR A REACTIVE DIVIDING WALL COLUMN",2019,CHEMICAL ENGINEERING SCIENCE,EGGER T;FIEG G,HAMBURG UNIV TECHNOL,GERMANY
bibliometrix,10.1016/j.ces.2019.07.019,SINGLE-BUBBLE FRAGMENTATION IN A MECHANICALLY STIRRED LIQUID BATH UNDER TRAILING VORTEX CONDITIONS,2019,CHEMICAL ENGINEERING SCIENCE,YAMAMOTO T;KOMAROV SV,TOHOKU UNIV,JAPAN
bibliometrix,10.1016/j.ces.2019.07.022,OPTIMIZATION OF THERMO-MECHANICAL PROPERTIES OF SHAPE MEMORY POLYMER COMPOSITES BASED ON A NETWORK MODEL,2019,CHEMICAL ENGINEERING SCIENCE,WANG ZQ;CHANG MZ;KONG FY;YUN K,HARBIN ENGN UNIV;KIM II SUNG UNIV,CHINA
bibliometrix,10.1016/j.ces.2019.07.018,"LAMINAR FLOW FRICTION FACTOR IN HIGHLY CURVED HELICAL PIPES: NUMERICAL INVESTIGATION, PREDICTIVE CORRELATION AND EXPERIMENTAL VALIDATION USING A 3D-PRINTED MODEL",2019,CHEMICAL ENGINEERING SCIENCE,ABUSHAMMALA O;HREIZ R;LEMAITRE C;FAVRE E,UNIV LORRAINE,FRANCE
bibliometrix,10.1016/j.ces.2019.07.036,FREEZE-THAW VALVES AS A FLOW CONTROL MECHANISM IN SPATIALLY COMPLEX 3D-PRINTED FLUIDIC DEVICES,2019,CHEMICAL ENGINEERING SCIENCE,NAWADA SH;AALBERS T;SCHOENMAKERS PJ,UNIV AMSTERDAM,NETHERLANDS
bibliometrix,10.1016/j.ces.2019.07.028,EVALUATION OF THE SHIP MOTION EFFECTS ON THE NAOH/AIR ABSORPTION SYSTEM PERFORMANCE,2019,CHEMICAL ENGINEERING SCIENCE,SON Y;LEE S;HEO S,KOREA ADV INST SCI AND TECHNOL;SOGANG UNIV,KOREA
bibliometrix,10.1016/j.ces.2019.07.039,HIGHLY EFFICIENT SYNTHESIS OF DIMETHYL CARBONATE OVER COPPER CATALYSTS SUPPORTED ON RESIN-DERIVED CARBON MICROSPHERES,2019,CHEMICAL ENGINEERING SCIENCE,ZHAO JX;SHI RN;QUAN YH;LIU JJ;WANG J;PEI YL;WANG XH;LI Z;REN J,TAIYUAN UNIV TECHNOL;NATL INST METROL,CHINA
bibliometrix,10.1016/j.ces.2019.07.031,NUMERICAL MODELLING AND MULTI-OBJECTIVE OPTIMIZATION OF THE NOVEL HYDROCYCLONE FOR ULTRA-FINE PARTICLES CLASSIFICATION,2019,CHEMICAL ENGINEERING SCIENCE,YE JX;XU YX;SONG XF;YU JG,EAST CHINA UNIV SCI AND TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.07.040,PROMOTIONAL EFFECT OF TIO2 ON QUINOLINE HYDRODENITROGENATION ACTIVITY OVER PT/GAMMA-AL2O3 CATALYSTS,2019,CHEMICAL ENGINEERING SCIENCE,LIU J;LI WY;FENG J;GAO X;LUO ZY,ZHEJIANG UNIV;TAIYUAN UNIV TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.07.038,MRI OBSERVATION OF CO2-C3H8 HYDRATE-INDUCED WATER MIGRATION IN GLASS SAND,2019,CHEMICAL ENGINEERING SCIENCE,ZHENG JN;JIANG LL;WANG PF;ZHOU H;YANG MJ,DALIAN UNIV TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.07.016,INVESTIGATION OF A BUBBLING FLUIDIZED BED METHANATION REACTOR BY USING CFD-DEM AND APPROXIMATE IMAGE PROCESSING METHOD,2019,CHEMICAL ENGINEERING SCIENCE,LI JG;AGARWAL RK;ZHOU L;YANG BL,XI AN JIAO TONG UNIV;WASHINGTON UNIV;JIANGSU UNIV,CHINA
bibliometrix,10.1016/j.ces.2019.07.037,SALT CRYSTAL GROWTH IN INTERACTING DROPS OF A COMPLEX BIOPOLYMER: STATISTICAL CHARACTERIZATION USING FESEM IMAGES,2019,CHEMICAL ENGINEERING SCIENCE,CHOUDHURY MD;DAS S;ROY B;SENGUPTA S;TARAFDAR S;KARMAKAR S,JADAVPUR UNIV;UNIV EXETER;INDIAN INST SCI EDUC AND RES IISER MOHALI;CHAKDAHA COLL;SN BOSE NATL CTR BASIC SCI,UNITED KINGDOM
bibliometrix,10.1016/j.ces.2019.07.025,IMPROVEMENT OF PULVERIZATION EFFICIENCY FOR MICRO-SIZED PARTICLES GRINDING BY UNCOOLED HIGH-TEMPERATURE AIR JET MILL USING A COMPUTATIONAL SIMULATION,2019,CHEMICAL ENGINEERING SCIENCE,LEE HW;SONG S;KIM HT,HEAD OFF AND SEOUL FACTORY;HANYANG UNIV;HANYANG UNIV,KOREA
bibliometrix,10.1016/j.ces.2019.07.051,RATIONAL SCALE-UP OF A METHANE PRODUCING BIOELECTROCHEMICAL REACTOR TO 50 L PILOT SCALE,2019,CHEMICAL ENGINEERING SCIENCE,ENZMANN F;HOLTMANN D,DECHEMA RES INST,GERMANY
bibliometrix,10.1016/j.ces.2019.07.041,IMPACTS OF SYNTHESIS SCHEMES ON ECONOMY AND FLEXIBILITY OF HYDROGEN NETWORKS,2019,CHEMICAL ENGINEERING SCIENCE,KANG LX;JIANG YH;LIU YZ,XI AN JIAO TONG UNIV;KEY LAB THERMOFLUID SCI AND ENGN;SHAANXI KEY LAB ENERGY CHEM PROC INTENSIFICAT,CHINA
bibliometrix,10.1016/j.rmed.2019.105859,ONE-YEAR FOLLOW UP OF ASTHMATIC PATIENTS NEWLY INITIATED ON TREATMENT WITH MEDIUM- OR HIGH-DOSE INHALED CORTICOSTEROID-LONG-ACTING BETA(2)-AGONIST IN UK PRIMARY CARE SETTINGS,2020,RESPIRATORY MEDICINE,BUHL R;HEANEY LG;LOEFROTH E;LARBIG M;KOSTIKAS K;CONTI V;CAO H,MAINZ UNIV HOSP;QUEENS UNIV BELFAST;UNIV IOANNINA,GERMANY
bibliometrix,10.1016/j.rmed.2019.105860,SEVERE ASTHMA IS RELATED TO HIGH SOCIETAL COSTS AND DECREASED HEALTH RELATED QUALITY OF LIFE,2020,RESPIRATORY MEDICINE,JANSSON SA;BACKMAN H;ANDERSSON M;TELG G;LINDBERG A;STRIDSMAN C;LUNDBACK B;RONMARK E,UMEA UNIV;UMEA UNIV;LULEA UNIV TECHNOL;UNIV GOTHENBURG,SWEDEN
bibliometrix,10.1016/j.rmed.2020.105870,COMPARISON OF THE EFFECTS OF PULMONARY AND EXTRA-PULMONARY SYMPTOMS ON HEALTH-RELATED QUALITY OF LIFE IN PATIENTS WITH SEVERE ASTHMA,2020,RESPIRATORY MEDICINE,LANARIO JW;HYLAND ME;WEI YH;JONES RC;MASOLI M,UNIV PLYMOUTH;UNIV PLYMOUTH;PLYMOUTH MARJON UNIV;UNIV PLYMOUTH;UNIV EXETER,UNITED KINGDOM
bibliometrix,10.1016/j.rmed.2020.105875,"ELEVATED EOSINOPHILS, IL5 AND IL8 IN INDUCED SPUTUM IN ASTHMA PATIENTS WITH ACCELERATED FEV1 DECLINE",2020,RESPIRATORY MEDICINE,MARC-MALOVRH M;CAMLEK L;SKRGAT S;KERN I;FLEZAR M;DEZMAN M;KOROSEC P,UNIV CLIN RESP AND ALLERG DIS GOLNIK,SLOVENIA
bibliometrix,10.1016/j.rmed.2019.105861,A RANDOMIZED CONTROLLED TRIAL OF RESPIRATORY PHYSIOTHERAPY IN LOWER RESPIRATORY TRACT INFECTIONS,2020,RESPIRATORY MEDICINE,MARQUES A;PINHO C;DE FRANCESCO S;MARTINS P;NEVES J;OLIVEIRA A,UNIV AVEIRO ESSUA;UNIV AVEIRO ESSUA;UNIV AVEIRO;UNIV AVEIRO;UNIV AVEIRO;UNIV AVEIRO;CTR HOSP BAIXO VOUGA,PORTUGAL
bibliometrix,10.1016/j.rmed.2019.105858,AGE- AND SEX-DEPENDENT DIFFERENCES IN PATIENTS WITH SEVERE ASTHMA INCLUDED IN THE GERMAN ASTHMA NET COHORT,2020,RESPIRATORY MEDICINE,MILGER K;KORN S;BUHL R;HAMELMANN E;HERTH FJF;GAPPA M;DRICK N;FUGE J;SUHLING H,LUDWIG MAXIMILIANS UNIV MUNICH LMU;GERMAN CTR LUNG RES DZL;UNIV HOSP MAINZ;HEIDELBERG UNIV;GERMAN CTR LUNG RES DZL;HANNOVER MED SCH,GERMANY
bibliometrix,10.1016/j.rmed.2020.105880,EVALUATING THE FEV1/FVC RATIO IN THE LOWER RANGE OF NORMALITY AS A MARKER OF WORSE CLINICAL OUTCOMES IN ASTHMATIC SUBJECTS WITHOUT AIRWAY OBSTRUCTION,2020,RESPIRATORY MEDICINE,MINGOTTI C;SARINHO J;STANIGHER K;SILVA J;ROQUETTE E;MARCHI E;PONTE EV,FAC MED JUNDIAI,BRAZIL
bibliometrix,10.1016/j.rmed.2019.105855,EVALUATING S100B AS A SERUM BIOMARKER FOR CENTRAL NEUROSARCOIDOSIS,2020,RESPIRATORY MEDICINE,MOSS BP;PATEL DC;TAVEE JO;CULVER DA,NEUROL INST;UNIV FLORIDA;NORTHWESTERN UNIV;RESP INST,USA
bibliometrix,10.1016/j.rmed.2020.105876,EVALUATION OF XPERT MTB/RIF ULTRA PERFORMANCE FOR PULMONARY TUBERCULOSIS (TB) DIAGNOSIS IN A CITY WITH HIGH TB INCIDENCE IN BRAZIL,2020,RESPIRATORY MEDICINE,PEREIRA GR;BARBOSA MS;DIAS NJD;DOS SANTOS FD;RAUBER KA;SILVA DR,UNIV FED RIO GRANDE DO SUL;LAB MUNICIPAL ALVORADA;UNIV FED RIO GRANDE DO SUL;HOSP CLIN PORTO ALEGRE,BRAZIL
bibliometrix,10.1016/j.rmed.2020.105877,TIME-TO-DEATH IN CHRONIC RESPIRATORY FAILURE ON HOME MECHANICAL VENTILATION: A COHORT STUDY,2020,RESPIRATORY MEDICINE,SCHWARZ EI;MACKIE M;WESTON N;TINCKNELL L;BEGHAL G;CHENG MCF;RAMSAY M;SUH ES;KALTSAKAS G;PATTANI H;MARINO P;MURPHY PB;HART N;STEIER J,GUYS AND ST THOMAS HOSP NHS FDN TRUST;LANE FOX CLIN RESP PHYSIOL RES CTR;KINGS COLL LONDON,UNITED KINGDOM
bibliometrix,10.1016/j.rmed.2020.105878,LONG-TERM EFFECTS OF WEB-BASED PEDOMETER-MEDIATED INTERVENTION ON COPD EXACERBATIONS,2020,RESPIRATORY MEDICINE,WAN ES;KANTOROWSKI A;POLAK M;KADRI R;RICHARDSON CR;GAGNON DR;GARSHICK E;MOY ML,VA BOSTON HEALTHCARE SYST;BRIGHAM AND WOMENS HOSP;HARVARD MED SCH;UNIV MICHIGAN;BOSTON UNIV;MASSACHUSETTS VET EPIDEMIOL RES AND INFORMAT CTR,USA
bibliometrix,10.1016/j.rmed.2020.105871,PROTEOMICS PROFILING OF EPITHELIUM-DERIVED EXOSOMES FROM NASAL POLYPS REVEALED SIGNALING FUNCTIONS AFFECTING CELLULAR PROLIFERATION,2020,RESPIRATORY MEDICINE,ZHOU M;SEN TAN K;GUAN WJ;JIANG LJ;DENG J;GAO WX;LEE YM;XU ZF;LUO X;LIU C;SHI JB;LAI YY,SUN YAT SEN UNIV;NATL UNIV SINGAPORE;GUANGZHOU MED UNIV;NATL UNIV SINGAPORE,CHINA
bibliometrix,10.1016/j.rmed.2019.105822,CXCL9 AND CXCL10 ARE DIFFERENTIALLY ASSOCIATED WITH SYSTEMIC ORGAN INVOLVEMENT AND PULMONARY DISEASE SEVERITY IN SARCOIDOSIS,2020,RESPIRATORY MEDICINE,ARGER NK;HO ME;ALLEN IE;BENN BS;WOODRUFF PG;KOTH LL,UNIV CALIF SAN FRANCISCO;UNIV CALIF SAN FRANCISCO,USA
bibliometrix,10.1016/j.rmed.2019.05.014,"DEVICE-HANDLING STUDY OF A NOVEL BREATH-ACTUATED INHALER, SYNCHROBREATHE (R), VERSUS A PMDI",2020,RESPIRATORY MEDICINE,BALAMURUGAN S;APTE K;SINGH BP;DEB AK;DESHMUKH C;MODI K;GODSE A;DHAR R;LAHIRI KR;SINGH V;PANDYA H;RAJAN S;VAIDYA A;GAUR V;GOGTAY J,SRI MUTHUKUMARAN MED COLL HOSP AND RES INST;CHEST RES FDN;MIDLAND HOSP;SUDBHAWANA HOSP;KEM HOSP AND SGS MED COLL;MEETI LIFELINE HOSP;BHAKTIVEDANTA HOSP;FORTIS HOSP;PADMASHREE DR DY PATIL MED COLL;RATANDEEP MULTISPECIALTY HOSP;BHATIA GEN HOSP,INDIA
bibliometrix,10.1016/j.rmed.2019.105854,RESPIRATORY VIRAL INFECTIONS IN WESTERN AUSTRALIANS WITH CYSTIC FIBROSIS,2020,RESPIRATORY MEDICINE,BRESTOVAC B;LAWRENCE C;SPEERS DJ;SAMMELS LM;MULRENNAN S,CURTIN UNIV;PATHWEST LAB MED;SIR CHARLES GAIRDNER HOSP,AUSTRALIA
bibliometrix,10.1016/j.rmed.2019.105817,"ASTHMA SIMILARITIES ACROSS PROAR (BRAZIL) AND U-BIOPRED (EUROPE) ADULT COHORTS OF CONTRASTING LOCATIONS, ETHNICITY AND SOCIOECONOMIC STATUS",2020,RESPIRATORY MEDICINE,CRUZ AA;RILEY JH;BARISAL AT;PONTE EV;SOUZA-MACHADO A;ALMEIDA PCA;BIAO-LIMA V;DAVIS M;BATES S;ADCOCK IM;STERK PJ;CHUNG KF,PROAR FDN;UNIV FED BAHIA;FAC MED JUNDIAI;IMPERIAL COLL;UNIV AMSTERDAM,BRAZIL
bibliometrix,10.1016/j.rmed.2019.105843,SAFETY AND TREATMENT COMPLIANCE OF SUBCUTANEOUS IMMUNOTHERAPY: A 30-YEAR RETROSPECTIVE STUDY,2020,RESPIRATORY MEDICINE,DI BONA D;MAGISTA S;MASCIOPINTO L;LOVECCHIO A;LOIODICE R;BILANCIA M;ALBANESI M;CAIAFFA MF;NETTIS E;MACCHIA L,UNIV BARI ALDO MORO;UNIV BARI ALDO MORO;UNIV FOGGIA,ITALY
bibliometrix,10.1016/j.rmed.2019.105852,PROTECTIVE EFFECT OF FBXL10 IN MYOCARDIAL ISCHEMIA REPERFUSION INJURY VIA INHIBITING ENDOPLASMIC RETICULUM STRESS,2020,RESPIRATORY MEDICINE,GAO J;GUO YL;LIU Y;YAN J;ZHOU J;AN XG;SU PX,CAPITAL UNIV MED SCI,CHINA
bibliometrix,10.1016/j.rmed.2019.105834,PREVALENCE AND PROGNOSIS OF RESPIRATORY MUSCLE WEAKNESS IN HEART FAILURE PATIENTS WITH PRESERVED EJECTION FRACTION,2020,RESPIRATORY MEDICINE,HAMAZAKI N;KAMIYA K;MATSUZAWA R;NOZAKI K;ICHIKAWA T;TANAKA S;NAKAMURA T;YAMASHITA M;MAEKAWA E;NODA C;YAMAOKA-TOJO M;MATSUNAGA A;MASUDA T;AKO J,KITASATO UNIV HOSP;KITASATO UNIV;HYOGO UNIV HLTH SCI;NAGOYA UNIV HOSP;KITASATO UNIV;KITASATO UNIV,JAPAN
bibliometrix,10.1016/j.rmed.2019.105850,PRIMARY CARDIAC HOSPITALIZATIONS IN PULMONARY ARTERIAL HYPERTENSION: TRENDS AND OUTCOMES FROM 2001 TO 2014,2020,RESPIRATORY MEDICINE,HARDER EM;SMALL AM;FARES WH,YALE UNIV;ALLSCHWIL,USA
bibliometrix,10.1016/j.rmed.2019.105847,PREDICTORS OF RADIOGRAPHIC PROGRESSION FOR NTM-PULMONARY DISEASE DIAGNOSED BY BRONCHOSCOPY,2020,RESPIRATORY MEDICINE,HUANG HL;LEE MR;LIU CJ;CHENG MH;LU PL;WANG JY;CHONG IW,KAOHSIUNG MED UNIV HOSP;KAOHSIUNG MED UNIV HOSP;KAOHSIUNG MED UNIV HOSP;KAOHSIUNG MED UNIV;KAOHSIUNG MUNICIPAL TATUNG HOSP;NATL TAIWAN UNIV HOSP;NATL TAIWAN UNIV HOSP;NATL TAIWAN UNIV,CHINA
bibliometrix,10.1016/j.rmed.2019.105853,DEVELOPMENT OF TUBERCULOSIS IN CANCER PATIENTS RECEIVING IMMUNE CHECKPOINT INHIBITORS,2020,RESPIRATORY MEDICINE,IM Y;LEE J;KIM SJ;KOH WJ;JHUN BW;LEE SH,SUNGKYUNKWAN UNIV;SUNGKYUNKWAN UNIV;SUNGKYUNKWAN UNIV,KOREA
bibliometrix,10.1016/j.rmed.2019.105809,EFFICACY AND SAFETY OF INHALED ONCE-DAILY LOW-DOSE INDACATEROL ACETATE/MOMETASONE FUROATE IN PATIENTS WITH INADEQUATELY CONTROLLED ASTHMA: PHASE III RANDOMISED QUARTZ STUDY FINDINGS,2020,RESPIRATORY MEDICINE,KORNMANN O;MUCSI J;KOLOSA N;BANDELLI L;SEN B;SATLIN LC;D'ANDREA P,CLIN RES CTR RESP DIS;DAUGAVPILS REG HOSP LTD;NOVARTIS HEALTHCARE PVT LTD,GERMANY
bibliometrix,10.1016/j.rmed.2019.105821,THE SENESCENCE-ASSOCIATED MATRICELLULAR PROTEIN CCN1 IN PLASMA OF HUMAN SUBJECTS WITH IDIOPATHIC PULMONARY FIBROSIS,2020,RESPIRATORY MEDICINE,KULKARNI T;KURUNDKAR AR;KIM YI;DE ANDRADE J;LUCKHARDT T;THANNICKAL VJ,UNIV ALABAMA BIRMINGHAM;UNIV ALABAMA BIRMINGHAM;VANDERBILT UNIV,USA
bibliometrix,10.1016/j.rmed.2019.105857,THE ROLE OF INSPIRATORY FLOW IN SELECTION AND USE OF INHALED THERAPY FOR PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2020,RESPIRATORY MEDICINE,MAHLER DA,GEISEL SCH MED DARTMOUTH;KANE CTR,USA
bibliometrix,10.1016/j.rmed.2019.105824,FACTORS PREDICTING LENGTH OF STAY IN BRONCHIOLITIS,2020,RESPIRATORY MEDICINE,MASARWEH K;GUR M;LEIBA R;BAR-YOSEPH R;TOUKAN Y;NIR V;GUT G;BEN-DAVID Y;HAKIM F;BENTUR L,PEDIAT PULM INST;CF CTR;TECHNION ISRAEL INST TECHNOL,ISRAEL
bibliometrix,10.1016/j.rmed.2019.105856,PROGNOSTIC VALUE OF SIMPLE MEASURES OF PHYSICAL FUNCTION AND MUSCLE STRENGTH IN COPD: A SYSTEMATIC REVIEW,2020,RESPIRATORY MEDICINE,MASSIERER D;ALSOWAYAN W;LIMA VP;BOURBEAU J;JANAUDIS-FERREIRA T,MCGILL UNIV;MCGILL UNIV;UNIV FED VALES JEQUITINHONHA AND MUCURI;MCGILL UNIV;MCGILL UNIV;MCGILL UNIV,CANADA
bibliometrix,10.1016/j.rmed.2019.105851,IMPACT OF MILD-TO-MODERATE EXACERBATIONS ON OUTCOMES OF NEUROMUSCULAR ELECTRICAL STIMULATION (NMES) IN PATIENTS WITH COPD,2020,RESPIRATORY MEDICINE,MEYS R;SILLEN MJ;FRANSSEN FME;STOFFELS AAF;WOUTERS EFM;VAN HEES HWH;VAN DEN BORST B;KLIJN PH;SPRUIT MA,DEPT RES AND DEV;MAASTRICHT UNIV;MEREM PULM REHABIL CTR;HASSELT UNIV,NETHERLANDS
bibliometrix,10.1016/j.rmed.2019.105820,FACTORS INFLUENCING DECLINE IN QUALITY OF LIFE IN SMOKERS WITHOUT AIRFLOW OBSTRUCTION: THE COPDGENE STUDY,2020,RESPIRATORY MEDICINE,PAREKH TM;BHATIA S;CHERRINGTON A;KIM YI;LAMBERT A;IYER A;REGAN EA;DEMEO DL;HAN ML;DRANSFIELD MT,UNIV ALABAMA BIRMINGHAM;UNIV ALABAMA BIRMINGHAM;UNIV ALABAMA BIRMINGHAM;UNIV WASHINGTON;NATL JEWISH HLTH;HARVARD MED SCH;UNIV MICHIGAN;BIRMINGHAM VA MED CTR,USA
bibliometrix,10.1016/j.rmed.2019.105844,MANAGEMENT OF MULTIDRUG-RESISTANT TUBERCULOSIS WITH SHORTER TREATMENT REGIMEN IN NIGER: NATIONWIDE PROGRAMMATIC ACHIEVEMENTS,2020,RESPIRATORY MEDICINE,PIUBELLO A;SOULEYMANE MB;HASSANE-HAROUNA S;YACOUBA A;LEMPENS P;ASSAO-NEINO MM;MAMAN-LAWAN I;ATTAHER S;MOUSTAPHA B;SOUMANA A;GAGARA-ISSOUFOU A;ORTUNO-GUTIERREZ N;ROGGI A;GUMUSBOGA M;HAMIDOU-HAROUNA Z;DOCKX J;MAMADOU S;DE JONG BC;DECROO T;VAN DEUN A,DAMIEN FDN;REG HOSP AGADEZ;INST TROP MED;NATL TB PROGRAMME;REG HOSP;NATL ANTITB CTR;UNIV HOSP LAMORDE;DAMIEN FDN;NATL REFERENCE LAB TB;ABDOU MOUMOUNI UNIV;INST TROP MED;RES FDN FLANDERS,NIGER
bibliometrix,10.1016/j.rmed.2019.105823,PREDICTIVE FACTORS FOR A SHORTENED METHACHOLINE CHALLENGE PROTOCOL IN CHILDREN,2020,RESPIRATORY MEDICINE,PROULX F;LABERGE S;MACOVOZ N;TSE SM,ST JUSTINE UNIV HOSP CTR;UNIV MONTREAL,CANADA
bibliometrix,10.1016/j.rmed.2019.105846,SARCOIDOSIS DIAGNOSIS AND TREATMENT IN SWEDEN: A REGISTER-BASED ASSESSMENT OF VARIATIONS BY REGION AND CALENDAR PERIOD,2020,RESPIRATORY MEDICINE,ROSSIDES M;KULLBERG S;EKLUND A;GRUNEWALD J;ARKEMA EV,KAROLINSKA INST;KAROLINSKA INST;KAROLINSKA INST;KAROLINSKA UNIV HOSP;KAROLINSKA UNIV HOSP,SWEDEN
bibliometrix,10.1016/j.rmed.2019.105825,ACUTE RESPIRATORY FAILURE IN INTERSTITIAL LUNG DISEASE COMPLICATED BY PULMONARY HYPERTENSION,2020,RESPIRATORY MEDICINE,VAHDATPOUR CA;DARNELL ML;PALEVSKY HI,UNIV PENN HLTH SYST;PENN PRESBYTERIAN MED CTR;UNIV PENN,USA
bibliometrix,10.1016/j.rmed.2019.105816,PULMONARY EMPHYSEMA NOT COMBINED WITH LUNG FIBROSIS IN SYSTEMIC SCLEROSIS,2019,RESPIRATORY MEDICINE,FRANCONERI A;MARASCO E;DORE R;CODULLO V;CALLIADA F;DISABELLA E;MELONI F;ZANFRAMUNDO G;MONTECUCCO C;VALENTINI A;CAVAGNA L,UNIV PAVIA;IRCCS POLICLIN S MATTEO FDN;UNIV PAVIA;ISITUTI CLIN CITTA PAVIA;CTR INHERITED CARDIOVASC DIS;UNIV PAVIA,ITALY
bibliometrix,10.1016/j.rmed.2019.105814,END-PRODUCT OF FIBRINOGEN IS ELEVATED IN EMPHYSEMATOUS CHRONIC OBSTRUCTIVE PULMONARY DISEASE AND IS PREDICTIVE OF MORTALITY IN THE ECLIPSE COHORT,2019,RESPIRATORY MEDICINE,MANON-JENSEN T;LANGHOLM LL;RONNOW SR;KARSDAL MA;TAL-SINGER R;VESTBO J;LEEMING DJ;MILLER BE;SAND JMB,NORDIC BIOSCI AS;UNIV COPENHAGEN;UNIV SOUTHERN DENMARK;COLLEGEVILLE;UNIV MANCHESTER;MANCHESTER UNIV NHS FDN TRUST,DENMARK
bibliometrix,10.1016/j.rmed.2019.105819,"EOSINOPHILS, THE IL-5/IL-5R ALPHA AXIS, AND THE BIOLOGIC EFFECTS OF BENRALIZUMAB IN SEVERE ASTHMA",2019,RESPIRATORY MEDICINE,MATUCCI A;MAGGI E;VULTAGGIO A,AZIENDA OSPED UNIV CAREGGI;IRCCS PEDIAT HOSP BAMBINO GESU,ITALY
bibliometrix,10.1016/j.rmed.2019.02.006,EFFECTS OF HEALTH LITERACY AND COGNITIVE ABILITIES ON COPD SELF-MANAGEMENT BEHAVIORS: A PROSPECTIVE COHORT STUDY,2019,RESPIRATORY MEDICINE,O'CONOR R;MUELLERS K;ARVANITIS M;VICENCIO DP;WOLF MS;WISNIVESKY JP;FEDERMAN AD,NORTHWESTERN UNIV;ICAHN SCH MED MT SINAI;MERCY HOSP;MED CTR;ICAHN SCH MED MT SINAI,USA
bibliometrix,10.1016/j.rmed.2019.105815,THE EFFECT OF CAROTID CHEMORECEPTOR INHIBITION ON EXERCISE TOLERANCE IN CHRONIC OBSTRUCTIVE PULMONARY DISEASE: A RANDOMIZED-CONTROLLED CROSSOVER TRIAL,2019,RESPIRATORY MEDICINE,PHILLIPS DB;COLLINS SE;BRYAN TL;WONG EYL;MCMURTRY MS;BHUTANI M;STICKLAND MK,UNIV ALBERTA;UNIV ALBERTA;UNIV ALBERTA;UNIV ALBERTA;GF MACDONALD CTR LUNG HLTH,CANADA
bibliometrix,10.1016/j.rmed.2019.105806,BASELINE BLOOD EOSINOPHIL COUNT AS A PREDICTOR OF TREATMENT RESPONSE TO THE LICENSED DOSE OF MEPOLIZUMAB IN SEVERE EOSINOPHILIC ASTHMA,2019,RESPIRATORY MEDICINE,ALBERS FC;LICSKAI C;CHANEZ P;BRATTON DJ;BRADFORD ES;YANCEY SW;KWON N;QUIRCE S,RESP MED FRANCHISE;UNIV WESTERN ONTARIO;LONDON HLTH SCI;AIX MARSEILLE UNIV;DEPT RESP DIS;CLIN INVEST CTR;CLIN STAT;RESP THERAPEUT AREA;RESP MED FRANCHISE;HOSP LA PAZ INST HLTH RES IDIPAZ,USA
bibliometrix,10.1016/j.rmed.2019.105805,PSYCHOACTIVE MEDICATIONS IN CHRONIC OBSTRUCTIVE PULMONARY DISEASE PATIENTS: FROM PREVALENCE TO EFFECTS ON MOTOR COMMAND AND STRENGTH,2019,RESPIRATORY MEDICINE,CABIBEL V;ALEXANDRE F;OLIVER N;VARRAY A;HERAUD N,UNIV MONTPELLIER;MONTPELLIER,FRANCE
