refID,DI,TI.x,TI.y,TI_check,PY.x,PY.y,PY_check,SO,AU,AU_UN,country_refsplitr,AU1_CO,CO,code_refsplitr,code_AU1_CO,code_CO,country_v_AU1_CO,country_v_CO,AU1_CO_v_CO
2040,10.1016/j.vaccine.2019.09.012,comparison of eight lactobacillus species for delivery of surface-displayed mycobacterial antigen,comparison of eight lactobacillus species for delivery of surface-displayed mycobacterial antigen,TRUE,2019,2019,TRUE,VACCINE,KUCZKOWSKA K;OVERLAND L;ROCHA SDC;EIJSINK VGH;MATHIESEN G,NORWEGIAN UNIV LIFE SCI NMBU,norway,NORWAY,NORWAY,NOR,NOR,NOR,TRUE,TRUE,TRUE
2041,10.1016/j.vaccine.2019.09.013,a scale-down model of 4000-l cell culture process for inactivated foot-and-mouth disease vaccine production,a scale-down model of 4000-l cell culture process for inactivated foot-and-mouth disease vaccine production,TRUE,2019,2019,TRUE,VACCINE,LI XR;YANG YK;WANG RB;AN FL;ZHANG YD;NIE JQ;AHAMADA H;LIU XX;LIU CL;DENG Y;BAI ZH;LI Y;LIU XR,JIANGNAN UNIV;JIANGNAN UNIV;JIANGNAN UNIV;JIANGNAN UNIV;CHINA AGR VET BIOL SCI AND TECHNOL CO LTD,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2042,10.1016/j.vaccine.2019.09.008,determinants of influenza and pertussis vaccine uptake in pregnant women in ireland: a cross-sectional survey in 2017/18 influenza season,determinants of influenza and pertussis vaccine uptake in pregnant women in ireland: a cross-sectional survey in 2017/18 influenza season,TRUE,2019,2019,TRUE,VACCINE,QUATTROCCHI A;MERECKIENE J;FITZGERALD M;COTTER S,HLTH PROTECT SURVEILLANCE CTR,ireland,IRELAND,IRELAND,IRL,IRL,IRL,TRUE,TRUE,TRUE
2043,10.1016/j.vaccine.2019.09.003,towards a mechanistic understanding of the synergistic response induced by bivalent marek's disease vaccines to prevent lymphomas,towards a mechanistic understanding of the synergistic response induced by bivalent marek's disease vaccines to prevent lymphomas,TRUE,2019,2019,TRUE,VACCINE,UMTHONG S;DUNN JR;CHENG HH,MICHIGAN STATE UNIV;US NATL POULTRY RES CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2044,10.1016/j.vaccine.2019.09.004,virus-like particle-display of the enterotoxigenic escherichia coli heat-stable toxoid sth-a14t elicits neutralizing antibodies in mice,virus-like particle-display of the enterotoxigenic escherichia coli heat-stable toxoid sth-a14t elicits neutralizing antibodies in mice,TRUE,2019,2019,TRUE,VACCINE,GOVASLI ML;DIAZ Y;PUNTERVOLL P,NORCE NORWEGIAN RES CTR;UNIV BERGEN,norway,NORWAY,NORWAY,NOR,NOR,NOR,TRUE,TRUE,TRUE
2045,10.1016/j.vaccine.2019.09.005,antigenic and physicochemical characterization of hepatitis b surface protein under extreme temperature and ph conditions,antigenic and physicochemical characterization of hepatitis b surface protein under extreme temperature and ph conditions,TRUE,2019,2019,TRUE,VACCINE,LOPES JLS;OLIVEIRA DCA;UTESCHER CLA;QUINTILIO W;TENORIO ECN;OLIVEIRA CLP;FANTINI MCA;RASMUSSEN MK;BORDALLO HN;SANT'ANNA OA;BOTOSSO VF,UNIV SAO PAULO;BUTANTAN INST;UNIV COPENHAGEN;TECH UNIV DENMARK,brazil,BRAZIL,BRAZIL,BRA,BRA,BRA,TRUE,TRUE,TRUE
2046,10.1016/j.vaccine.2019.09.002,neospora caninum antigens displaying virus-like particles as a bivalent vaccine candidate against neosporosis,neospora caninum antigens displaying virus-like particles as a bivalent vaccine candidate against neosporosis,TRUE,2019,2019,TRUE,VACCINE,XU J;HIRAMATSU R;SUHAIMI H;KATO T;FUJIMOTO A;TOKIWA T;IKE K;PARK EY,SHIZUOKA UNIV;SHIZUOKA UNIV;SHIZUOKA UNIV;NIPPON VET AND LIFE UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2047,10.1016/j.vaccine.2019.09.001,response to hepatitis b vaccination is co-determined by hla-dpa1 and-dpb1,response to hepatitis b vaccination is co-determined by hla-dpa1 and-dpb1,TRUE,2019,2019,TRUE,VACCINE,WANG LY;CHEN CF;WU TW;LAI SK;CHU CC;LIN HH,MACKAY MED COLL;MACKAY MED COLL;MACKAY MEM HOSP;NATL TAIWAN UNIV;BUDDHIST TZU CHI GEN HOSP,taiwan,CHINA,CHINA,TWN,CHN,CHN,FALSE,FALSE,TRUE
2048,10.1016/j.vaccine.2019.08.089,single doses of diphtheria-tetanus-pertussis and poliomyelitis vaccines are sufficient to generate a booster-type response to tetanus in most migrant children,single doses of diphtheria-tetanus-pertussis and poliomyelitis vaccines are sufficient to generate a booster-type response to tetanus in most migrant children,TRUE,2019,2019,TRUE,VACCINE,FOUGERE Y;EL HOUSS S;SURIS JC;ROUVENAZ-DEFAGO S;MILETTO D;VON DER WEID L;WILLEN F;WILLIAMS-SMITH JA;GEHRI M;CRISINEL PA,LAUSANNE UNIV HOSP;LAUSANNE UNIV HOSP,switzerland,SWITZERLAND,SWITZERLAND,CHE,CHE,CHE,TRUE,TRUE,TRUE
2049,10.1016/j.vaccine.2019.08.088,23-valent pneumococcal polysaccharide vaccine improves survival in dialysis patients by preventing cardiac events,23-valent pneumococcal polysaccharide vaccine improves survival in dialysis patients by preventing cardiac events,TRUE,2019,2019,TRUE,VACCINE,IHARA H;KIKUCHI K;TANIGUCHI H;FUJITA S;TSURUTA Y;KATO M;MITSUISHI Y;TAJIMA K;KODAMA Y;TAKAHASHI F;TAKAHASHI K;AZUMA N,JUNTENDO UNIV;JUNTENDO UNIV;TOKATSU CLIN HOSP;SHIMOOCHIAI CLIN;TSURUTA ITABASHI CLIN,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2050,10.1016/j.vaccine.2019.08.082,protective immunity against influenza virus challenge by norovirus p particle-m2e and ha2-atcyn vaccines in chickens,protective immunity against influenza virus challenge by norovirus p particle-m2e and ha2-atcyn vaccines in chickens,TRUE,2019,2019,TRUE,VACCINE,ELAISH M;XIA M;NGUNJIRI JM;GHORBANI A;JANG H;MAHESH KC;ABUNDO MC;DHAKAL S;GOURAPURA R;JIANG X;LEE CW,OHIO STATE UNIV;CAIRO UNIV;CINCINNATI CHILDRENS HOSP MED CTR;OHIO STATE UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2051,10.1016/j.vaccine.2019.08.085,"measles and rubella immunity in the population of bhutan, 2017","measles and rubella immunity in the population of bhutan, 2017",TRUE,2019,2019,TRUE,VACCINE,WANGCHUK S;NOGAREDA F;TSHERING N;KHANDU L;PELDEN S;WANNEMUEHLER K;WANGDI S;WANGCHUK U;MULDERS M;TAMANG T;PATEL MK,ROYAL CTR DIS CONTROL;CTR DIS CONTROL AND PREVENT,bhutan,SWITZERLAND,SWITZERLAND,BTN,CHE,CHE,FALSE,FALSE,TRUE
2052,10.1016/j.vaccine.2019.08.077,intranasal nanoemulsion-adjuvanted hsv-2 subunit vaccine is effective as a prophylactic and therapeutic vaccine using the guinea pig model of genital herpes,intranasal nanoemulsion-adjuvanted hsv-2 subunit vaccine is effective as a prophylactic and therapeutic vaccine using the guinea pig model of genital herpes,TRUE,2019,2019,TRUE,VACCINE,BERNSTEIN DI;CARDIN RD;BRAVO FJ;HAMOUDA T;PULLUM DA;COHEN G;BITKO V;FATTOM A,CINCINNATI CHILDRENS HOSP MED CTR;UNIV PENN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2053,10.1016/j.vaccine.2019.08.080,momstalkshots: an individually tailored educational application for maternal and infant vaccines,momstalkshots: an individually tailored educational application for maternal and infant vaccines,TRUE,2019,2019,TRUE,VACCINE,SALMON DA;LIMAYE RJ;DUDLEY MZ;OLOKO OK;CHURCH-BALIN C;ELLINGSON MK;SPINA CI;BREWER SE;ORENSTEIN WA;HALSEY NA;CHAMBERLAIN AT;BEDNARCZYK RA;MALIK FA;FREW PM;O'LEARY ST;OMER SB,JOHNS HOPKINS UNIV;JOHNS HOPKINS UNIV;JOHNS HOPKINS UNIV;JOHNS HOPKINS UNIV;EMORY UNIV;UNIV COLORADO;CHILDRENS HOSP;UNIV COLORADO;UNIV COLORADO;EMORY UNIV;EMORY UNIV;EMORY UNIV;UNIV NEVADA;UNIV NEVADA;UNIV NEVADA,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2054,10.1016/j.vaccine.2019.08.081,exploring parents' reasons for incomplete childhood immunisation in indonesia,exploring parents' reasons for incomplete childhood immunisation in indonesia,TRUE,2019,2019,TRUE,VACCINE,SYIROJ ATR;PARDOSI JF;HEYWOOD AE,NATL POPULAT AND FAMILY PLANNING BOARD;QUEENSLAND UNIV TECHNOL;UNIV NEW SOUTH WALES;NATL INST HLTH RES AND DEV,indonesia,INDONESIA,INDONESIA,IDN,IDN,IDN,TRUE,TRUE,TRUE
2055,10.1016/j.vaccine.2019.08.076,"young men who have sex with men's awareness, acceptability, and willingness to participate in hiv vaccine trials: results from a nationwide online pilot study","young men who have sex with men's awareness, acceptability, and willingness to participate in hiv vaccine trials: results from a nationwide online pilot study",TRUE,2019,2019,TRUE,VACCINE,CONNOCHIE D;TINGLER RC;BAUERMEISTER JA,UNIV PENN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2056,10.1016/j.vaccine.2019.08.075,"a phase 1 study of the safety, reactogenicity, and immunogenicity of a schistosoma mansoni vaccine with or without glucopyranosyl lipid a aqueous formulation (gla-af) in healthy adults from a non-endemic area","a phase 1 study of the safety, reactogenicity, and immunogenicity of a schistosoma mansoni vaccine with or without glucopyranosyl lipid a aqueous formulation (gla-af) in healthy adults from a non-endemic area",TRUE,2019,2019,TRUE,VACCINE,KEITEL WA;POTTER GE;DIEMERT D;BETHONY J;EL SAHLY HM;KENNEDY JK;PATEL SM;PLIESKATT JL;JONES W;DEYE G;BOTTAZZI ME;HOTEZ PJ;ATMAR RL,BAYLOR COLL MED;BAYLOR COLL MED;BAYLOR COLL MED;GEORGE WASHINGTON UNIV;BAYLOR COLL MED,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2057,10.1016/j.vaccine.2019.08.067,bcg vaccine and leprosy household contacts: protective effect and probability to becoming sick during follow-up,bcg vaccine and leprosy household contacts: protective effect and probability to becoming sick during follow-up,TRUE,2019,2019,TRUE,VACCINE,GOMES RR;ANTUNES DE;DOS SANTOS DF;SABINO EFP;OLIVEIRA DB;GOULART IMB,UNIV FED UBERLANDIA;UNIV FED UBERLANDIA,brazil,BRAZIL,BRAZIL,BRA,BRA,BRA,TRUE,TRUE,TRUE
2058,10.1016/j.vaccine.2019.08.063,"ultraviolet irradiation of trypsin, lysozyme and beta-galactosidase: how does uvc affect these enzymes when used as a secondary barrier against adventitious agents?","ultraviolet irradiation of trypsin, lysozyme and beta-galactosidase: how does uvc affect these enzymes when used as a secondary barrier against adventitious agents?",TRUE,2019,2019,TRUE,VACCINE,GABRIEL MA;DARE E;MEUNIER SM;CAMPBELL JL;SASGES MR;AUCOIN MG,UNIV WATERLOO;TROJAN TECHNOL;SCIEX LTD,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
2059,10.1016/j.vaccine.2019.08.064,"systematic evaluation of suspension mdck cells, adherent mdck cells, and llc-mk2 cells for preparing influenza vaccine seed virus","systematic evaluation of suspension mdck cells, adherent mdck cells, and llc-mk2 cells for preparing influenza vaccine seed virus",TRUE,2019,2019,TRUE,VACCINE,NAKAMURA K;HARADA Y;TAKAHASHI H;TRUSHEIM H;BERNHARD R;HAMAMOTO I;HIRATA-SAITO A;OGANE T;MIZUTA K;KONOMI N;KONOMI Y;ASANUMA H;ODAGIRI T;TASHIRO M;YAMAMOTO N,NATL INST INFECT DIS;TOCHIGI PREFECTURAL INST PUBL HLTH AND ENVIRONM SCI;YAMAGATA PREFECTURAL INST PUBL HLTH;JINJIKAI TAKAHASHI CLIN;JUNTENDO UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2060,10.1016/j.vaccine.2019.08.039,the impact of porcine circovirus associated diseases on live attenuated classical swine fever vaccine in field farm applications,the impact of porcine circovirus associated diseases on live attenuated classical swine fever vaccine in field farm applications,TRUE,2019,2019,TRUE,VACCINE,CHEN JY;WU CM;LIAO CM;CHEN KC;YOU CC;WANG YW;HUANG C;CHIEN MS,NATL CHUNG HSING UNIV;NATL CHUNG HSING UNIV;NATL CHUNG HSING UNIV,taiwan,CHINA,CHINA,TWN,CHN,CHN,FALSE,FALSE,TRUE
2061,10.1016/j.vaccine.2019.08.045,surveillance for guillain-barre syndrome after 2015-2016 and 2016-2017 influenza vaccination of medicare beneficiaries,surveillance for guillain-barre syndrome after 2015-2016 and 2016-2017 influenza vaccination of medicare beneficiaries,TRUE,2019,2019,TRUE,VACCINE,ARYA DP;SAID MA;IZURIETA HS;PEREZ-VILAR S;ZINDERMAN C;WERNECKE M;ALEXANDER M;WHITE T;SU IH;LUFKIN B;MACURDY T;KELMAN J;FORSHEE R,CTR BIOL EVALUAT AND RES;STANFORD UNIV;CTR MEDICARE;CTR MEDICAID SERV;CTR DRUG EVALUAT AND RES;NATL PK SERV;UNIV N CAROLINA,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2062,10.1016/j.vaccine.2019.08.027,"influenza b virus infections in western saxony, germany in three consecutive seasons between 2015 and 2018: analysis of molecular and crook for clinical features","influenza b virus infections in western saxony, germany in three consecutive seasons between 2015 and 2018: analysis of molecular and crook for clinical features",TRUE,2019,2019,TRUE,VACCINE,HONEMANN M;MARTIN D;PIETSCH C;MAIER M;BERGS S;BIECK E;LIEBERT UG,UNIV LEIPZIG,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
2063,10.1016/j.vaccine.2019.08.025,twelve years of pneumococcal conjugate vaccination in the netherlands: impact on incidence and clinical outcomes of invasive pneumococcal disease,twelve years of pneumococcal conjugate vaccination in the netherlands: impact on incidence and clinical outcomes of invasive pneumococcal disease,TRUE,2019,2019,TRUE,VACCINE,VESTJENS SMT;SANDERS EAM;VLAMINCKX BJ;DE MELKER HE;VAN DER ENDE A;KNOL MJ,ST ANTONIUS HOSP;NATL INST PUBL HLTH AND ENVIRONM RIVM;UNIV MED CTR UTRECHT;UNIV AMSTERDAM;UNIV AMSTERDAM,netherlands,NETHERLANDS,NETHERLANDS,NLD,NLD,NLD,TRUE,TRUE,TRUE
2064,10.1016/j.vaccine.2019.07.067,hepatitis e vaccine in china: public health professional perspectives on vaccine promotion and strategies for control,hepatitis e vaccine in china: public health professional perspectives on vaccine promotion and strategies for control,TRUE,2019,2019,TRUE,VACCINE,CHEN XX;WAGNER AL;ZHENG XB;XIE JY;BOULTON ML;CHEN KY;REN H;LU YH,FUDAN UNIV;UNIV MICHIGAN;UNIV MICHIGAN;SHANGHAI MUNICIPAL CTR DIS CONTROL AND PREVENT,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2065,10.1016/j.vaccine.2019.08.031,regulatory aspects of quality and safety for live recombinant viral vaccines against infectious diseases in japan,regulatory aspects of quality and safety for live recombinant viral vaccines against infectious diseases in japan,TRUE,2019,2019,TRUE,VACCINE,SAKURAI A;OGAWA T;MATSUMOTO J;KIHIRA T;FUKUSHIMA S;MIYATA I;SHIMIZU H;ITAMURA S;OUCHI K;HAMADA A;TANI K;OKABE N;YAMAGUCHI T,TOKYO MED UNIV HOSP;KAWASAKI MED SCH;KAWASAKI CITY INST PUBL HLTH;NATL INST INFECT DIS;UNIV TOKYO;NIHON PHARMACEUT UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2066,10.1016/j.ces.2019.05.024,study on ethane hydrate formation/dissociation in a sub-millimeter sized capillary,study on ethane hydrate formation/dissociation in a sub-millimeter sized capillary,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,SUN Q;DU M;LI XX;GUO XQ;LIU AX;CHEN GJ;YANG LY,CHINA UNIV PETR;CHINA UNIV PETR BEIJING KARAMAY,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2067,10.1016/j.ces.2019.05.017,conceptual design of production of eco-friendly polyoxymethylene dimethyl ethers catalyzed by acid functionalized ionic liquids,conceptual design of production of eco-friendly polyoxymethylene dimethyl ethers catalyzed by acid functionalized ionic liquids,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,WANG D;ZHU GL;LI Z;XUE MC;XIA CG,SUZHOU RES INST LICP;XI AN JIAO TONG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2068,10.1016/j.ces.2019.05.023,effects of cosolvent on dissolution behaviors of pvac in supercritical co2: a molecular dynamics study,effects of cosolvent on dissolution behaviors of pvac in supercritical co2: a molecular dynamics study,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,GONG HJ;ZHANG H;XU L;LI YJ;DONG MZ,CHINA UNIV PETR EAST CHINA;CHINA UNIV PETR EAST CHINA;UNIV CALGARY,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2069,10.1016/j.ces.2019.05.019,optical emission spectroscopy diagnostics of dbd plasma with particles in a two-dimensional spouted bed,optical emission spectroscopy diagnostics of dbd plasma with particles in a two-dimensional spouted bed,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ZHANG BQ;KOBAYASHI N;ITAYA Y;ONO K;SUAMI A,GIFU UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2070,10.1016/j.ces.2019.05.020,geometric features of tumbling mill flows: a positron emission particle tracking investigation,geometric features of tumbling mill flows: a positron emission particle tracking investigation,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,DE KLERK DN;GOVENDER I;MAINZA AN,UNIV CAPE TOWN;UNIV KWAZULU NATAL,south africa,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,ZAF,TRUE,TRUE,TRUE
2071,10.1016/j.ces.2019.05.026,"customizable 3d-printed stirrers for investigation, optimization and scale-up processes of batch emulsion copolymerizations","customizable 3d-printed stirrers for investigation, optimization and scale-up processes of batch emulsion copolymerizations",TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,BETTERMANN S;STUHR R;MORITZ HU;PAUER W,UNIV HAMBURG,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
2072,10.1016/j.ces.2019.04.052,experimental investigation of inlet vane design and performance in hydrocarbon systems,experimental investigation of inlet vane design and performance in hydrocarbon systems,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,SETEKLEIV AE;KNUUTILA HK,NORWEGIAN UNIV SCI AND TECHNOL,norway,NORWAY,NORWAY,NOR,NOR,NOR,TRUE,TRUE,TRUE
2073,10.1016/j.ces.2019.05.022,comprehensive analytical model for polarization curve of a pem fuel cell and experimental validation,comprehensive analytical model for polarization curve of a pem fuel cell and experimental validation,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,THOSAR AU;AGARWAL H;GOVARTHAN S;LELE AK,ACAD SCI AND INNOVAT RES ACSIR;NATL CHEM LAB;CENT ELECTROCHEM RES INST,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
2074,10.1016/j.ces.2019.05.028,modelling heterogeneity in cellulose properties predicts the slowdown phenomenon during enzymatic hydrolysis,modelling heterogeneity in cellulose properties predicts the slowdown phenomenon during enzymatic hydrolysis,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,AHAMED F;SONG HS;OOI CW;HO YK,MONASH UNIV MALAYSIA;BIOL SCI DIV;MONASH UNIV MALAYSIA,malaysia,MALAYSIA,MALAYSIA,MYS,MYS,MYS,TRUE,TRUE,TRUE
2075,10.1016/j.ces.2019.05.041,numerical study on coal gasification in supercritical water fluidized bed and exploration of complete gasification under mild temperature conditions,numerical study on coal gasification in supercritical water fluidized bed and exploration of complete gasification under mild temperature conditions,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,FAN C;GUO SM;JIN H,XI AN JIAO TONG UNIV;INST NUCL PHYS AND CHEM,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2076,10.1016/j.ces.2019.05.034,studies on the rheological properties of amphiphilic nanosilica and a partially hydrolyzed polyacrylamide hybrid for enhanced oil recovery,studies on the rheological properties of amphiphilic nanosilica and a partially hydrolyzed polyacrylamide hybrid for enhanced oil recovery,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,CAO J;SONG T;WANG XJ;ZHU YJ;WANG SS;ZHAO MT;MIAO YJ;ZHANG J,CHINA UNIV PETR EAST CHINA;CHINA UNIV PETR EAST CHINA;STATE KEY LAB OFFSHORE OIL EXPLOITAT;CNOOC RES INST CO LTD,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2077,10.1016/j.ces.2019.05.038,equilibrium wo3 concentration in the ca2+-(nh4)(2)co3-(nh4)(2) wo4-nh3-h2o system,equilibrium wo3 concentration in the ca2+-(nh4)(2)co3-(nh4)(2) wo4-nh3-h2o system,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,XU XM;LI XB;ZHOU QS;QI TG;ZHOU KC;LIU GH;PENG ZH,CENT S UNIV;CENT S UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2078,10.1016/j.ces.2019.05.040,performance study of a solar-assisted hollow-fiber-membrane-based air humidification-dehumidification desalination system: effects of membrane properties,performance study of a solar-assisted hollow-fiber-membrane-based air humidification-dehumidification desalination system: effects of membrane properties,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,LI GP;QI RH;ZHANG LZ,SOUTH CHINA UNIV TECHNOL;SOUTH CHINA UNIV TECHNOL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2079,10.1016/j.ces.2019.05.027,moving reaction fronts in fractal nanoparticle agglomerates,moving reaction fronts in fractal nanoparticle agglomerates,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,JIN WJ;VAN OMMEN JR;KLEIJN CR,DELFT UNIV TECHNOL,netherlands,NETHERLANDS,NETHERLANDS,NLD,NLD,NLD,TRUE,TRUE,TRUE
2080,10.1016/j.ces.2019.05.039,a comprehensive kinetic and thermodynamic study of co2 absorption in blends of monoethanolamine and potassium lysinate: experimental and modeling,a comprehensive kinetic and thermodynamic study of co2 absorption in blends of monoethanolamine and potassium lysinate: experimental and modeling,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,RAMEZANI R;MAZINANI S;DI FELICE R,UNIV GENOA;KATHOLIEKE UNIV LEUVEN,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
2081,10.1016/j.ces.2019.05.033,adsorption behaviour of surfactant-nanoparticles at the gas-liquid interface: influence of the alkane chain length,adsorption behaviour of surfactant-nanoparticles at the gas-liquid interface: influence of the alkane chain length,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ZHAO MW;WANG RY;DAI CL;WU XP;WU YR;DAI YJ;WU YN,CHINA UNIV PETR EAST CHINA;CHINA UNIV PETR EAST CHINA,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2082,10.1016/j.ces.2019.05.030,breakup dynamics of elastic droplet and stretching of polymeric filament in a t-junction,breakup dynamics of elastic droplet and stretching of polymeric filament in a t-junction,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,SUN X;ZHU CY;FU TT;MA YG;LI HZ,TIANJIN UNIV;UNIV LORRAINE,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2083,10.1016/j.ces.2019.05.021,the motion and shape of a bubble in highly viscous liquid flowing through an orifice,the motion and shape of a bubble in highly viscous liquid flowing through an orifice,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,CHEN CH;HALLMARK B;DAVIDSON JF,UNIV CAMBRIDGE,UK,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,GBR,TRUE,TRUE,TRUE
2084,10.1016/j.ces.2019.05.015,the effects of different jet velocities and axial misalignment on the liquid sheet of two colliding jets,the effects of different jet velocities and axial misalignment on the liquid sheet of two colliding jets,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,KASHANJ S;KEBRIAEE A,SHARIF UNIV TECHNOL,iran,IRAN,IRAN,IRN,IRN,IRN,TRUE,TRUE,TRUE
2085,10.1016/j.ces.2019.05.032,"dft insights into the direct desulfurization pathways of dbt and 4,6-dmdbt catalyzed by co-promoted and ni-promoted mos2 corner sites","dft insights into the direct desulfurization pathways of dbt and 4,6-dmdbt catalyzed by co-promoted and ni-promoted mos2 corner sites",TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ZHENG P;LI TS;CHI KB;XIAO CK;WANG XL;FAN JY;DUAN AJ;XU CM,CHINA UNIV PETR;PETROCHEM RES INST,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2086,10.1016/j.ces.2019.05.031,the general theory of diffusion in a mixture of molecules coadsorbed on a homogeneous two-dimensional lattice,the general theory of diffusion in a mixture of molecules coadsorbed on a homogeneous two-dimensional lattice,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,TARASENKO A,INST PHYS;PALACKY UNIV,czech republic,CZECH REPUBLIC,CZECH REPUBLIC,CZE,CZE,CZE,TRUE,TRUE,TRUE
2087,10.1016/j.ces.2019.04.043,experimental and simulation studies of the shape and motion of an air bubble contained in a highly viscous liquid flowing through an orifice constriction,experimental and simulation studies of the shape and motion of an air bubble contained in a highly viscous liquid flowing through an orifice constriction,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,HALLMARK B;CHEN CH;DAVIDSON JF,DEPT CHEM ENGN AND BIOTECHNOL,UK,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,GBR,TRUE,TRUE,TRUE
2088,10.1016/j.ces.2019.05.016,coupled reactive flow and dissolution with changing reactive surface and porosity,coupled reactive flow and dissolution with changing reactive surface and porosity,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ALTREE-WILLIAMS A;BRUGGER J;PRING A;BEDRIKOVETSKY P,UNIV ADELAIDE;MONASH UNIV;FLINDERS UNIV S AUSTRALIA,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
2089,10.1016/j.ces.2019.04.041,the distortion of a horizontal soap film due to the impact of a falling sphere,the distortion of a horizontal soap film due to the impact of a falling sphere,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,CHEN CH;PERERA A;JACKSON P;HALLMARK B;DAVIDSON JF,UNIV CAMBRIDGE,UK,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,GBR,TRUE,TRUE,TRUE
2090,10.1016/j.ces.2019.05.042,selective aqueous-phase hydrogenation of d-fructose into d-mannitol using a highly efficient and reusable cu-ni/sio2 catalyst,selective aqueous-phase hydrogenation of d-fructose into d-mannitol using a highly efficient and reusable cu-ni/sio2 catalyst,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ZELIN J;REGENHARDT SA;MEYER CI;DUARTE HA;SEBASTIAN V;MARCHI AJ,CATALYSIS SCI AND ENGN RES GRP GICIC;UNIV ZARAGOZA,argentina,ARGENTINA,ARGENTINA,ARG,ARG,ARG,TRUE,TRUE,TRUE
